qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,block,row,range,plotNumber,genotype,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,earMass,notes,year,locationYear,environment,sampleID
23-A-1737470,Ames,Ames,0,High,225,LC2330,5,49,38,1737470,F7,13.317,NA,3.7200000000000006,2.49,NA,12,257,18.52140077821012,47.6,11.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737470-25
23-A-1737470,Ames,Ames,0,High,225,LC2330,5,49,38,1737470,F7,13.523,NA,3.351,2.5690000000000004,NA,12,148,18.64864864864865,27.6,13.4,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737470-21
23-A-1737471,Ames,Ames,0,High,225,LC2330,5,48,13,1737471,SD44,NA,NA,4.226,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737471-21
23-A-1737471,Ames,Ames,0,High,225,LC2330,5,48,13,1737471,SD44,15.834000000000001,NA,4.211,2.619,NA,18,367,24.904632152588558,91.4,16.1,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Ames,2023 Ames High,23-A-1737471-25
23-A-1737471,Ames,Ames,0,High,225,LC2330,5,48,13,1737471,SD44,16.456,NA,4.324000000000001,2.583,NA,18,495,21.333333333333332,105.6,19,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737471-23
23-A-1737471,Ames,Ames,0,High,225,LC2330,5,48,13,1737471,SD44,16.579,NA,4.368,2.539,NA,18,442,22.058823529411764,97.5,18.6,NA,NA,Sweetcorn;Severe bend in ear. String used to measure ear length,2023,2023 Ames,2023 Ames High,23-A-1737471-26
23-A-1737471,Ames,Ames,0,High,225,LC2330,5,48,13,1737471,SD44,15.365000000000002,NA,4.447,2.731,NA,20,533,19.005628517823638,101.3,19.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737471-24
23-A-1737471,Ames,Ames,0,High,225,LC2330,5,48,13,1737471,SD44,15.563,NA,4.464,2.77,NA,20,399,23.7593984962406,94.8,19.1,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737471-22
23-A-1737472,Ames,Ames,0,High,225,LC2330,5,49,37,1737472,NC262,9.663,NA,4.434,2.822,NA,18,278,23.884892086330936,66.4,10.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737472-26
23-A-1737472,Ames,Ames,0,High,225,LC2330,5,49,37,1737472,NC262,11.388,NA,4.398,2.5540000000000003,NA,18,265,25.735849056603776,68.2,13.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737472-24
23-A-1737472,Ames,Ames,0,High,225,LC2330,5,49,37,1737472,NC262,NA,NA,4.5200000000000005,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737472-21
23-A-1737472,Ames,Ames,0,High,225,LC2330,5,49,37,1737472,NC262,8.331999999999999,NA,4.305,2.6500000000000004,NA,16,246,25.16260162601626,61.9,9.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737472-23
23-A-1737472,Ames,Ames,0,High,225,LC2330,5,49,37,1737472,NC262,9.566,NA,4.542000000000001,2.89,NA,16,220,27.954545454545453,61.5,10.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737472-25
23-A-1737472,Ames,Ames,0,High,225,LC2330,5,49,37,1737472,NC262,10.878,NA,4.396,2.733,NA,14,302,27.980132450331123,84.5,14.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737472-22
23-A-1737473,Ames,Ames,0,High,225,LC2330,5,48,39,1737473,RS 710,10.939,NA,3.9310000000000005,2.7260000000000004,NA,18,287,18.257839721254353,52.4,11.1,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737473-21
23-A-1737473,Ames,Ames,0,High,225,LC2330,5,48,39,1737473,RS 710,11.368000000000002,NA,4.253,2.79,NA,16,236,22.627118644067796,53.4,10.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737473-25
23-A-1737473,Ames,Ames,0,High,225,LC2330,5,48,39,1737473,RS 710,12.474,NA,3.875,2.706,NA,16,282,20.602836879432623,58.1,12.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737473-22
23-A-1737473,Ames,Ames,0,High,225,LC2330,5,48,39,1737473,RS 710,10.446,NA,3.8060000000000005,2.6100000000000003,NA,16,216,21.203703703703702,45.8,9.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737473-23
23-A-1737473,Ames,Ames,0,High,225,LC2330,5,48,39,1737473,RS 710,9.092,NA,3.8390000000000004,2.6390000000000002,NA,14,226,19.469026548672566,44,7.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737473-24
23-A-1737473,Ames,Ames,0,High,225,LC2330,5,48,39,1737473,RS 710,NA,NA,4.038,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737473-26
23-A-1737474,Ames,Ames,0,High,225,LC2330,5,46,44,1737474,TZI11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737474-25
23-A-1737474,Ames,Ames,0,High,225,LC2330,5,46,44,1737474,TZI11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737474-24
23-A-1737474,Ames,Ames,0,High,225,LC2330,5,46,44,1737474,TZI11,10.432,NA,3.562,2.588,NA,14,51,27.254901960784316,13.9,12,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737474-22
23-A-1737474,Ames,Ames,0,High,225,LC2330,5,46,44,1737474,TZI11,NA,NA,3.404,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737474-23
23-A-1737474,Ames,Ames,0,High,225,LC2330,5,46,44,1737474,TZI11,7.695,NA,3.4280000000000004,2.325,NA,12,45,26.444444444444443,11.9,5.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737474-26
23-A-1737474,Ames,Ames,0,High,225,LC2330,5,46,44,1737474,TZI11,NA,NA,3.222,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737474-21
23-A-1737475,Ames,Ames,0,High,225,LC2330,5,53,20,1737475,B52,NA,NA,3.251,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737475-21
23-A-1737475,Ames,Ames,0,High,225,LC2330,5,53,20,1737475,B52,15.225999999999999,NA,3.571,2.347,NA,16,82,29.268292682926827,24,16.7,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737475-25
23-A-1737475,Ames,Ames,0,High,225,LC2330,5,53,20,1737475,B52,15.897,NA,3.145,1.977,NA,14,85,22.823529411764703,19.4,13.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737475-26
23-A-1737475,Ames,Ames,0,High,225,LC2330,5,53,20,1737475,B52,16.82,NA,3.38,2.604,NA,14,162,26.049382716049386,42.2,18.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737475-23
23-A-1737475,Ames,Ames,0,High,225,LC2330,5,53,20,1737475,B52,12.829,NA,3.6530000000000005,2.289,NA,14,133,26.54135338345864,35.3,13.9,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737475-24
23-A-1737475,Ames,Ames,0,High,225,LC2330,5,53,20,1737475,B52,14.569,NA,3.1270000000000002,2.581,NA,12,119,24.369747899159663,29,13.9,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737475-22
23-A-1737476,Ames,Ames,0,High,225,LC2330,5,52,25,1737476,B37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737476-24
23-A-1737476,Ames,Ames,0,High,225,LC2330,5,52,25,1737476,B37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737476-26
23-A-1737476,Ames,Ames,0,High,225,LC2330,5,52,25,1737476,B37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737476-25
23-A-1737476,Ames,Ames,0,High,225,LC2330,5,52,25,1737476,B37,14.422,NA,4.232,2.938,NA,16,209,33.014354066985646,69,28.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737476-21
23-A-1737476,Ames,Ames,0,High,225,LC2330,5,52,25,1737476,B37,NA,NA,4.327000000000001,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737476-22
23-A-1737476,Ames,Ames,0,High,225,LC2330,5,52,25,1737476,B37,12.654000000000002,NA,3.8360000000000003,2.531,NA,14,93,30.967741935483872,28.8,19.5,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Ames,2023 Ames High,23-A-1737476-23
23-A-1737477,Ames,Ames,0,High,225,LC2330,5,45,8,1737477,ND246,10.844000000000001,NA,2.846,2.048,NA,10,173,15.31791907514451,26.5,6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737477-26
23-A-1737477,Ames,Ames,0,High,225,LC2330,5,45,8,1737477,ND246,12.894,NA,3.072,2.157,NA,10,279,17.38351254480287,48.5,9.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737477-22
23-A-1737477,Ames,Ames,0,High,225,LC2330,5,45,8,1737477,ND246,12.33,NA,3.043,2.382,NA,12,225,15.822222222222223,35.6,8.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737477-24
23-A-1737477,Ames,Ames,0,High,225,LC2330,5,45,8,1737477,ND246,NA,NA,3.0890000000000004,NA,NA,12,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737477-23
23-A-1737477,Ames,Ames,0,High,225,LC2330,5,45,8,1737477,ND246,10.379000000000001,NA,2.981,2.186,NA,12,242,12.148760330578511,29.4,7.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737477-21
23-A-1737477,Ames,Ames,0,High,225,LC2330,5,45,8,1737477,ND246,8.847,NA,2.9350000000000005,2.138,NA,12,169,13.668639053254438,23.1,6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737477-25
23-A-1737478,Ames,Ames,0,High,225,LC2330,5,52,22,1737478,MO46,12.700000000000001,NA,4.356000000000001,2.773,NA,16,193,29.585492227979277,57.1,21.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737478-25
23-A-1737478,Ames,Ames,0,High,225,LC2330,5,52,22,1737478,MO46,13.187000000000001,NA,4.5680000000000005,2.7670000000000003,NA,16,376,30.744680851063826,115.6,23.3,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737478-22
23-A-1737478,Ames,Ames,0,High,225,LC2330,5,52,22,1737478,MO46,NA,NA,4.638000000000001,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737478-21
23-A-1737478,Ames,Ames,0,High,225,LC2330,5,52,22,1737478,MO46,11.824,NA,4.2,2.5760000000000005,NA,16,249,28.995983935742974,72.2,18.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737478-23
23-A-1737478,Ames,Ames,0,High,225,LC2330,5,52,22,1737478,MO46,12.784,NA,4.3229999999999995,2.572,NA,14,260,31.461538461538463,81.8,20.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737478-24
23-A-1737478,Ames,Ames,0,High,225,LC2330,5,52,22,1737478,MO46,13.035,NA,4.053,2.556,NA,12,260,29.192307692307693,75.9,22.4,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737478-26
23-A-1737479,Ames,Ames,0,High,225,LC2330,5,47,25,1737479,H84,13.747,NA,4.365,2.524,NA,16,476,25.10504201680672,119.5,21.3,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737479-21
23-A-1737479,Ames,Ames,0,High,225,LC2330,5,47,25,1737479,H84,14.128,NA,4.449000000000001,2.672,NA,16,526,27.03422053231939,142.2,24.3,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737479-22
23-A-1737479,Ames,Ames,0,High,225,LC2330,5,47,25,1737479,H84,NA,NA,4.489,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737479-23
23-A-1737479,Ames,Ames,0,High,225,LC2330,5,47,25,1737479,H84,13.304,NA,4.2090000000000005,2.6020000000000003,NA,16,438,23.310502283105023,102.1,19.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737479-24
23-A-1737479,Ames,Ames,0,High,225,LC2330,5,47,25,1737479,H84,13.706000000000001,NA,4.3500000000000005,2.44,NA,16,401,26.982543640897756,108.2,21.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737479-25
23-A-1737479,Ames,Ames,0,High,225,LC2330,5,47,25,1737479,H84,12.025,NA,4.101,2.515,NA,14,256,31.406250000000004,80.4,18.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737479-26
23-A-1737480,Ames,Ames,0,High,225,LC2330,5,53,35,1737480,H99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737480-26
23-A-1737480,Ames,Ames,0,High,225,LC2330,5,53,35,1737480,H99,9.229000000000001,NA,3.115,1.758,NA,12,140,16.57142857142857,23.2,3.8,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737480-25
23-A-1737480,Ames,Ames,0,High,225,LC2330,5,53,35,1737480,H99,NA,NA,3.0180000000000002,NA,NA,10,176,16.477272727272727,29,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737480-23
23-A-1737480,Ames,Ames,0,High,225,LC2330,5,53,35,1737480,H99,NA,NA,3.011,NA,NA,10,179,16.983240223463685,30.4,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737480-22
23-A-1737480,Ames,Ames,0,High,225,LC2330,5,53,35,1737480,H99,NA,NA,3.3920000000000003,NA,NA,10,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737480-21
23-A-1737480,Ames,Ames,0,High,225,LC2330,5,53,35,1737480,H99,9.07,NA,3.0660000000000003,2.0010000000000003,NA,10,151,16.291390728476824,24.6,5.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737480-24
23-A-1737481,Ames,Ames,0,High,225,LC2330,5,52,31,1737481,HP301,NA,NA,2.599,NA,NA,16,80,10,8,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737481-26
23-A-1737481,Ames,Ames,0,High,225,LC2330,5,52,31,1737481,HP301,10.023000000000001,NA,2.747,2.205,NA,14,150,10.066666666666666,15.1,7.6,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737481-24
23-A-1737481,Ames,Ames,0,High,225,LC2330,5,52,31,1737481,HP301,11.975000000000001,NA,2.355,2.407,NA,14,100,10.3,10.3,8.1,NA,NA,x-collect;Sweetcorn;Multiple cobs connected,2023,2023 Ames,2023 Ames High,23-A-1737481-25
23-A-1737481,Ames,Ames,0,High,225,LC2330,5,52,31,1737481,HP301,NA,NA,2.632,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737481-21
23-A-1737481,Ames,Ames,0,High,225,LC2330,5,52,31,1737481,HP301,NA,NA,2.519,NA,NA,12,263,10.684410646387834,28.1,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737481-22
23-A-1737481,Ames,Ames,0,High,225,LC2330,5,52,31,1737481,HP301,9.445,NA,2.433,1.9600000000000002,NA,12,164,10.792682926829269,17.7,7.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737481-23
23-A-1737482,Ames,Ames,0,High,225,LC2330,5,48,36,1737482,A654,NA,NA,3.955,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737482-21
23-A-1737482,Ames,Ames,0,High,225,LC2330,5,48,36,1737482,A654,12.444,NA,3.812,2.388,NA,12,252,23.174603174603174,58.4,11.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737482-24
23-A-1737482,Ames,Ames,0,High,225,LC2330,5,48,36,1737482,A654,11.507,NA,3.797,2.571,NA,12,214,29.392523364485978,62.9,13.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737482-25
23-A-1737482,Ames,Ames,0,High,225,LC2330,5,48,36,1737482,A654,13.755000000000003,NA,4.029,2.6260000000000003,NA,12,313,26.389776357827476,82.6,15.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737482-22
23-A-1737482,Ames,Ames,0,High,225,LC2330,5,48,36,1737482,A654,11.838000000000001,NA,3.6189999999999998,2.314,NA,12,246,23.252032520325205,57.2,10.7,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737482-23
23-A-1737482,Ames,Ames,0,High,225,LC2330,5,48,36,1737482,A654,11.033000000000001,NA,3.88,2.4960000000000004,NA,12,177,28.757062146892654,50.9,13.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737482-26
23-A-1737483,Ames,Ames,0,High,225,LC2330,5,52,38,1737483,CI66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737483-23
23-A-1737483,Ames,Ames,0,High,225,LC2330,5,52,38,1737483,CI66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737483-24
23-A-1737483,Ames,Ames,0,High,225,LC2330,5,52,38,1737483,CI66,NA,NA,3.5420000000000003,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737483-21
23-A-1737483,Ames,Ames,0,High,225,LC2330,5,52,38,1737483,CI66,NA,NA,2.7910000000000004,NA,NA,14,24,28.750000000000004,6.9,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737483-22
23-A-1737484,Ames,Ames,0,High,225,LC2330,5,46,32,1737484,B109,14.053,NA,4.445,2.672,NA,16,366,28.087431693989068,102.8,19.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737484-22
23-A-1737484,Ames,Ames,0,High,225,LC2330,5,46,32,1737484,B109,NA,NA,4.046,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737484-24
23-A-1737484,Ames,Ames,0,High,225,LC2330,5,46,32,1737484,B109,12.974000000000002,NA,4.109000000000001,2.3480000000000003,NA,14,395,24.10126582278481,95.2,13.1,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737484-21
23-A-1737484,Ames,Ames,0,High,225,LC2330,5,46,32,1737484,B109,13.626,NA,3.98,2.346,NA,14,358,24.832402234636874,88.9,12.1,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737484-23
23-A-1737484,Ames,Ames,0,High,225,LC2330,5,46,32,1737484,B109,13.838000000000001,NA,4.107,2.345,NA,14,376,26.276595744680854,98.8,16.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737484-25
23-A-1737484,Ames,Ames,0,High,225,LC2330,5,46,32,1737484,B109,11.921,NA,4.128,2.374,NA,14,307,25.114006514657977,77.1,10.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737484-26
23-A-1737485,Ames,Ames,0,High,225,LC2330,5,49,11,1737485,CR1HT,11.565000000000001,NA,3.5130000000000003,1.8530000000000002,NA,12,260,22.076923076923077,57.4,7,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737485-26
23-A-1737485,Ames,Ames,0,High,225,LC2330,5,49,11,1737485,CR1HT,10.306000000000001,NA,3.311,1.8800000000000001,NA,12,358,8.71508379888268,31.2,6.9,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737485-24
23-A-1737485,Ames,Ames,0,High,225,LC2330,5,49,11,1737485,CR1HT,11.479000000000001,NA,3.73,1.954,NA,12,334,15.928143712574853,53.2,8.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737485-21
23-A-1737485,Ames,Ames,0,High,225,LC2330,5,49,11,1737485,CR1HT,NA,NA,3.0170000000000003,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737485-25
23-A-1737485,Ames,Ames,0,High,225,LC2330,5,49,11,1737485,CR1HT,9.661000000000001,NA,3.255,1.8890000000000002,NA,14,243,10.041152263374485,24.4,5.4,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737485-23
23-A-1737485,Ames,Ames,0,High,225,LC2330,5,49,11,1737485,CR1HT,10.015,NA,3.099,1.734,NA,14,289,8.685121107266436,25.1,5.4,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737485-22
23-A-1737486,Ames,Ames,0,High,225,LC2330,5,48,38,1737486,PHG47,12.988999999999999,NA,4.010000000000001,2.3960000000000004,NA,18,319,24.670846394984327,78.7,11.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737486-22
23-A-1737486,Ames,Ames,0,High,225,LC2330,5,48,38,1737486,PHG47,NA,NA,4.0040000000000004,NA,NA,18,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737486-23
23-A-1737486,Ames,Ames,0,High,225,LC2330,5,48,38,1737486,PHG47,12.135,NA,3.854,2.227,NA,18,358,20.83798882681564,74.6,8.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737486-25
23-A-1737486,Ames,Ames,0,High,225,LC2330,5,48,38,1737486,PHG47,12.496,NA,3.698,2.216,NA,16,359,20.250696378830085,72.7,7.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737486-21
23-A-1737486,Ames,Ames,0,High,225,LC2330,5,48,38,1737486,PHG47,11.311,NA,3.66,2.307,NA,16,275,24.8,68.2,8.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737486-26
23-A-1737486,Ames,Ames,0,High,225,LC2330,5,48,38,1737486,PHG47,12.351,NA,3.705,2.29,NA,14,323,23.31269349845201,75.3,9.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737486-24
23-A-1737487,Ames,Ames,0,High,225,LC2330,5,51,24,1737487,PHZ51,11.425,NA,3.8810000000000002,2.625,NA,14,50,NA,NA,16.7,NA,NA,x-collect;Sweetcorn;x - seed spilled during shelling,2023,2023 Ames,2023 Ames High,23-A-1737487-25
23-A-1737487,Ames,Ames,0,High,225,LC2330,5,51,24,1737487,PHZ51,13.528,NA,4.09,2.736,NA,14,235,26.085106382978722,61.3,21.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737487-23
23-A-1737487,Ames,Ames,0,High,225,LC2330,5,51,24,1737487,PHZ51,NA,NA,3.972,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737487-24
23-A-1737487,Ames,Ames,0,High,225,LC2330,5,51,24,1737487,PHZ51,11.359000000000002,NA,3.575,2.532,NA,14,97,32.78350515463917,31.8,15.9,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737487-26
23-A-1737487,Ames,Ames,0,High,225,LC2330,5,51,24,1737487,PHZ51,NA,NA,4.2299999999999995,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737487-21
23-A-1737487,Ames,Ames,0,High,225,LC2330,5,51,24,1737487,PHZ51,14.028,NA,4.203,2.712,NA,16,332,23.55421686746988,78.2,26.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737487-22
23-A-1737488,Ames,Ames,0,High,225,LC2330,5,45,36,1737488,779,15.157,NA,3.3659999999999997,2.324,NA,14,313,15.143769968051119,47.4,11.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737488-22
23-A-1737488,Ames,Ames,0,High,225,LC2330,5,45,36,1737488,779,12.942,NA,2.9690000000000003,2.056,NA,12,156,16.602564102564102,25.9,7.9,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737488-25
23-A-1737488,Ames,Ames,0,High,225,LC2330,5,45,36,1737488,779,12.113,NA,2.8320000000000003,1.8190000000000002,NA,12,138,18.768115942028984,25.9,6.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737488-26
23-A-1737488,Ames,Ames,0,High,225,LC2330,5,45,36,1737488,779,13.880000000000003,NA,2.808,2.244,NA,12,154,19.415584415584412,29.9,10.4,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737488-24
23-A-1737488,Ames,Ames,0,High,225,LC2330,5,45,36,1737488,779,14.975999999999999,NA,3.236,2.0420000000000003,NA,12,184,18.532608695652176,34.1,12.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737488-23
23-A-1737488,Ames,Ames,0,High,225,LC2330,5,45,36,1737488,779,NA,NA,2.9530000000000003,NA,NA,12,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737488-21
23-A-1737489,Ames,Ames,0,High,225,LC2330,5,53,40,1737489,S8324,NA,NA,4.298,NA,NA,16,378,21.85185185185185,82.6,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737489-22
23-A-1737489,Ames,Ames,0,High,225,LC2330,5,53,40,1737489,S8324,NA,NA,4.18,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737489-24
