qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,earWeight,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,notes,harvestDate,locationYear,environment,pedigreeID,resequencingSNPSGenotype
23-C-1733216,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,16,135,IDS69,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,114,33000,11.722,NA,2.542333333,1.867,NA,12.33333333,172.4,9.440641458,16.68,NA,6.74,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,IDS69
23-C-1733217,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,29,263,B164,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,174,31000,15.908,NA,3.874833333,1.9948,NA,15.33333333,367.8,24.45408023,90.08,NA,14.26,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B164
23-C-1733218,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,4,18,C49A,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,109,32000,10.8294,NA,3.409666667,2.4404,NA,12,117.2,21.69364363,25.24,NA,13.16,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,C49A
23-C-1733219,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,30,276,CML328,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,123,176,32000,10.409,NA,3.726,2.684,NA,14,131,23.12977099,30.3,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CML328
23-C-1733220,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,19,163,CO106,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,41,104,34000,9.073,NA,3.9586,2.6735,NA,15.2,207.25,19.09132056,39.225,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CO106
23-C-1733221,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,13,109,CO125,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,118,34000,8.7922,NA,3.672666667,2.3222,NA,13.33333333,235.6,17.16988945,39.4,NA,10.26,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CO125
23-C-1733222,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,19,164,EP1,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,43,96,31000,9.54025,NA,3.218,2.12575,NA,14,168.5,14.95390965,25.175,NA,5.15,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,EP1
23-C-1733223,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,15,122,I29,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,66,138,33000,6.825,NA,3.028333333,2.0758,NA,17,145,11.3034127,16.66,NA,6.62,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,I29
23-C-1733224,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,9,66,IA5125,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,135,32000,10.206,NA,4.399333333,2.3642,NA,17,261,17.47793072,45.76,NA,8.46,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Ia5125
23-C-1733225,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,12,92,IL14H,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,82,174,32000,11.428,NA,3.7235,2.282,NA,12.33333333,239.4,24.84292248,58.34,NA,9.34,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Il14H
23-C-1733226,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,20,179,IL101,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,42,119,31000,11.78175,NA,3.593,2.147,NA,14.4,176,25.06496344,43.125,NA,8.15,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Il101
23-C-1733227,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,38,355,M37W,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,172,32000,12.69,NA,3.591666667,2.335,NA,11.33333333,115.5,29.62925697,34.75,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,M37W
23-C-1733228,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,15,130,NC302,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,118,32000,10.628,NA,3.447,2.138,NA,10,70.4,35.23510662,24.86,NA,7.84,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC302
23-C-1733229,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,9,64,NC314,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,66,156,32000,11.4158,NA,3.695833333,2.072,NA,14.66666667,224.6,25.26720953,56.4,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC314
23-C-1733230,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,23,206,NC318,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,194,32000,11.1166,NA,3.156833333,1.851,NA,12.33333333,132.4,21.2653529,32.25,NA,7.22,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;seed lost in transport,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC318
23-C-1733231,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,34,315,NC234,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,156,33000,11.047,NA,3.7022,2.3035,NA,14.8,186.75,24.35818363,45.375,NA,12.725,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC324
23-C-1733232,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,11,86,VA14,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,58,165,34000,12.5684,NA,3.266833333,2.2968,NA,16,80.4,13.68176914,11.04,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Va14
23-C-1733233,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,30,274,VA85,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,111,192,32000,16.8634,NA,3.564833333,2.3206,NA,14,238.6,29.76636312,70.5,NA,19.32,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Va85
23-C-1733234,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,16,133,P39,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,26,116,36000,10.421,NA,3.197833333,2.0502,NA,14.33333333,189.4,13.07045024,24.34,NA,5.66,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,P39
23-C-1733235,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,26,240,CI28A,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,102,170,31000,12.38333333,NA,3.702,2.083333333,NA,10.5,186.3333333,27.44908711,50.83333333,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CI_28A
23-C-1733236,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,26,235,R177,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,173,32000,14.69025,NA,3.2968,2.414,NA,13.6,77.5,28.48764353,21.775,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Seed missing on both sides at widest point of ear,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,R177
23-C-1733237,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,5,28,I205,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,74,132,32000,10.8532,NA,3.977666667,2.3316,NA,16,162.4,25.87712194,41.26,NA,16.88,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,I_205
23-C-1733238,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,14,118,A659,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,163,33000,12.894,NA,4.459,2.902,NA,14.33333333,244.4,31.47861178,75.34,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,A659
23-C-1733239,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,20,177,F7,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,42,100,33000,12.07,NA,3.3105,2.239,NA,11.66666667,161.8,19.29699738,31.26,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,F7
23-C-1733240,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,4,14,SD44,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,49,170,33000,14.3368,NA,4.244333333,2.5084,NA,17,439,21.44207475,92.76,NA,16.94,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,SD44
23-C-1733241,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,17,150,NC262,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,141,31000,8.8048,NA,4.150333333,2.3044,NA,15.33333333,199.8,25.92479569,50.88,NA,8.06,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC262
23-C-1733242,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,17,149,RS 710,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,47,117,32000,9.7288,NA,3.7485,2.5502,NA,14.33333333,234.4,18.38390422,44.52,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,RS_710
23-C-1733243,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,39,367,TZI11,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,32000,NA,NA,3.621,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Tzi11
23-C-1733244,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,31,290,B52,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,32000,13.0422,NA,3.815,2.4312,NA,14.66666667,161.2,21.76362808,35.08,NA,16.16,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B52
23-C-1733245,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,34,316,B37,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,103,185,31000,14.0278,NA,3.983,2.481,NA,14.66666667,169.2,29.58756305,49.6,NA,23.52,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B37
23-C-1733246,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,5,26,ND246,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,37,116,34000,10.4536,NA,2.955166667,1.9322,NA,11,170.8,15.40741835,26.44,NA,8.16,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,ND246
23-C-1733247,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,29,265,MO46,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,78,185,32000,12.8636,NA,4.5605,2.708,NA,14.33333333,332.8,32.94756565,109.54,NA,23.38,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Mo46
23-C-1733248,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,30,280,H84,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,166,27000,12.4646,NA,4.196833333,2.5404,NA,15,261.8,31.09302124,79.18,NA,20.24,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,H84
23-C-1733249,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,18,159,H99,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,26,98,32000,13.4858,NA,3.300166667,2.0766,NA,10.66666667,242.2,20.32885472,47.44,NA,9.48,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,H99
23-C-1733250,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,28,257,HP301,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,82,160,33000,12.3862,NA,3.1645,2.5484,NA,13.66666667,254.2,9.115232244,23.12,NA,10.88,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Multiple cobs connected;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,HP301
23-C-1733251,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,19,170,A654,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,41,119,33000,11.26066667,NA,3.8025,2.529666667,NA,13,156.3333333,29.98759497,46.33333333,NA,14.96666667,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,A654
23-C-1733252,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,15,129,CI66,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,110,32000,6.6,NA,3.408,2.386,NA,13,27,30.37037037,8.2,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CI66
23-C-1733253,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,26,232,B109,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,91,167,32000,13.729,NA,4.167666667,2.2542,NA,15,339.8,28.74238853,97.86,NA,15.76,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B109
23-C-1733254,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,8,59,CR1HT,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,156,34000,11.8592,NA,3.4575,2.0584,NA,15.66666667,359.8,14.72862576,54.12,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CR1HT
23-C-1733255,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,19,161,PHG47,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,47,138,32000,12.3806,NA,3.555833333,2.1314,NA,16,379.2,17.53695439,64.82,NA,7.98,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,PHG47
23-C-1733256,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,29,268,PHZ51,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,77,179,32000,11.1062,NA,3.9685,2.3252,NA,12.66666667,127.8,29.80730028,37.08,NA,17.28,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Smooth cob/ovule issue;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,PHZ51
23-C-1733257,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,18,157,779,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,133,33000,9.3965,NA,2.927,1.968,NA,12,295,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;x - seed spilled during shelling,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,779
23-C-1733258,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,15,126,S8324,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,43,134,33000,10.7352,NA,4.041,2.29,NA,15.33333333,305.6,24.44537737,75.64,NA,9.84,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,S8324
23-C-1733259,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,16,132,LH1,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,47,128,32000,13.5692,NA,4.039,2.6346,NA,15,353.6,23.99777896,83.48,NA,18.02,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,LH1
23-C-1733260,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,8,53,NC238,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,113,193,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC238
23-C-1733261,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,21,186,A6,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,121,197,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,A6
23-C-1733262,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,30,272,CML61,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CML61
23-C-1733263,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,21,188,CML157Q,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,81,187,32000,13.0434,NA,4.108166667,2.4404,NA,12.33333333,320.8,24.91997168,80.28,NA,12.18,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn;Severe bend in ear. String used to measure ear length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CML157Q
23-C-1733264,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,11,81,KUI44,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,118,166,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Ki44
23-C-1733265,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,23,205,TZI9,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,32000,11.3405,NA,3.571,2.5005,NA,14.66666667,75.5,26.98558322,20.8,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Tzi9
23-C-1733266,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,17,145,W117HT,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,43,98,32000,11.1662,NA,3.859333333,2.4138,NA,13,215.6,22.63723282,51.08,NA,10.42,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,W117HT
23-C-1733267,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,14,111,VAW6,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,113,33000,13.2278,NA,3.401,2.2468,NA,15,131.2,21.61577177,24.46,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,VaW6
23-C-1733268,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,21,187,A641,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,36,109,32000,11.4204,NA,3.543333333,2.1792,NA,16,235,20.7909959,48.8,NA,9.82,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,A641
23-C-1733269,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,18,154,A556,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,34,124,32000,11.311,NA,3.818666667,2.325,NA,14.33333333,216.6,22.19899473,48.98,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,A556
23-C-1733270,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,13,108,MS1334,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,144,34000,15.8165,NA,3.0884,2.37575,NA,14.8,165.25,21.90984173,36.275,NA,21.025,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length;Seed missing on both sides at widest point of ear;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,MS1334
23-C-1733271,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,10,75,CMV3,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,33,101,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CMV3
23-C-1733272,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,18,156,CML220,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,36,113,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,CML_220
23-C-1733273,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,35,328,I137TN,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,61,124,32000,10.444,NA,3.635333333,2.1605,NA,10.66666667,137.5,35.85526316,48.7,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,I137TN
23-C-1733274,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,3,8,K148,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,147,33000,13.1786,NA,3.507166667,2.2638,NA,10.33333333,137.4,18.56927855,24.92,NA,17.92,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,K148
23-C-1733275,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,35,329,M162W,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,107,175,32000,10.2222,NA,4.165833333,2.4032,NA,13.33333333,137.2,36.07418429,48.92,NA,11.42,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,M162W
23-C-1733276,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,21,182,NC33,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,115,181,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC33
